Kilometers_Driven,Mileage,Engine,Power,Seats,Price,Brand,Car_Age,Fuel_Type_Diesel,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Owner_Type_First,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third
0.005358448660726305,0.4366197183098592,0.3859322664681802,0.28061027423715723,5.0,11.5,1,0.42857142857142855,True,False,True,False,True,False,False,False
0.008501762123280474,0.5665492957746479,0.18124302195757352,0.13383545770567787,5.0,6.98,27,0.23809523809523808,False,True,False,True,False,False,True,False
0.012868800086894594,0.49295774647887325,0.08131745441012282,0.05755117806102743,5.0,1.85,17,0.4761904761904761,False,True,False,True,False,False,True,False
0.007677740445171712,0.8556338028169015,0.11611462597692594,0.10486674391657011,5.0,8.63,17,0.047619047619047616,True,False,False,True,True,False,False,False
0.007973902082654789,0.6390845070422535,0.10681056940826202,0.09231363460795675,5.0,4.85,16,0.09523809523809523,False,True,False,True,True,False,False,False
0.013050958725221848,0.41338028169014085,0.43970971343505766,0.4260332174584782,5.0,28.0,18,0.28571428571428564,True,False,True,False,True,False,False,False
0.009512404095553898,0.777112676056338,0.1069966505396353,0.07667052916183856,5.0,5.0,27,0.28571428571428564,True,False,False,True,True,False,False,False
0.013820209731671402,0.6936619718309859,0.032005954596203964,0.023368095789880264,5.0,1.25,17,0.5238095238095237,False,True,False,True,False,False,True,False
0.003004232880588089,0.8943661971830986,0.0,0.006373117033603701,4.0,1.53,25,0.23809523809523808,False,True,False,True,True,False,False,False
0.003363473100600031,0.8915492957746479,0.10681056940826202,0.08265739667825417,6.0,5.58,16,0.09523809523809523,True,False,False,True,True,False,False,False
0.005433373708754492,0.6514084507042254,0.10662448827688874,0.09405175743530322,5.0,4.74,10,0.23809523809523808,False,True,False,True,True,False,False,False
0.007108340850197751,0.5147887323943662,0.2558615556382583,0.22348397064503667,5.0,8.85,10,0.23809523809523808,False,True,True,False,True,False,False,False
0.00797405593285608,0.5028169014084507,0.21845924823222923,0.20052143684820395,5.0,10.11,26,0.14285714285714285,False,True,True,False,True,False,False,False
0.008897772541400704,0.5246478873239437,0.2543729065872721,0.1506373117033604,5.0,4.25,10,0.5238095238095237,True,False,False,True,False,False,True,False
0.010851516247581282,0.3961267605633803,0.3851879419426871,0.250096562379297,7.0,10.95,26,0.3333333333333333,False,True,False,True,True,False,False,False
0.01151245671232274,0.8591549295774648,0.09229624116114628,0.07106991116261105,5.0,3.85,10,0.23809523809523808,True,False,False,True,True,False,False,False
0.011635536873354668,0.5827464788732395,0.34871604019352437,0.13673232908458866,6.0,5.5,16,0.3333333333333333,True,False,False,True,False,False,True,False
0.0020734391627841285,0.6024647887323944,0.25009304056568665,0.27062572421784475,5.0,21.43,1,0.19047619047619047,True,False,True,False,True,False,False,False
0.007973902082654789,0.8063380281690141,0.11611462597692594,0.0768636539204326,5.0,4.25,17,0.23809523809523808,True,False,False,True,True,False,False,False
0.008127752283944701,0.6267605633802817,0.11611462597692594,0.07879490150637311,5.0,3.3,17,0.23809523809523808,True,False,False,True,True,False,False,False
0.010073957330262073,1.0,0.11611462597692594,0.0768636539204326,5.0,3.85,17,0.28571428571428564,True,False,False,True,True,False,False,False
0.008281602485234612,0.6654929577464789,0.10662448827688874,0.09231363460795675,5.0,3.6,10,0.19047619047619047,False,True,False,True,False,False,False,True
0.005973849465885949,0.5295774647887324,0.18124302195757352,0.13325608342989573,5.0,3.99,27,0.19047619047619047,False,True,False,True,True,False,False,False
0.0025186816453171305,0.8862676056338029,0.0325641979903238,0.036886828891463885,5.0,3.3,23,0.09523809523809523,False,True,False,True,True,False,False,False
0.004896898056856573,0.7169014084507043,0.10662448827688874,0.08632676709154116,5.0,2.07,10,0.42857142857142855,False,True,False,True,True,False,False,False
0.018714492335106046,0.3341549295774648,0.2551172311127652,0.2190034762456547,5.0,7.75,21,0.42857142857142855,True,False,True,False,True,False,False,False
0.006020004526272922,0.6408450704225352,0.06959434313360625,0.06353804557744303,5.0,2.25,17,0.42857142857142855,False,True,False,True,True,False,False,False
0.003358396043957464,0.48169014084507045,0.3291775213993301,0.21938972576284282,8.0,16.5,26,0.09523809523809523,True,False,False,True,True,False,False,False
0.011050906108453006,0.7042253521126761,0.144212876814291,0.0652761684047895,5.0,2.75,8,0.42857142857142855,True,False,False,True,True,False,False,False
0.008897003290394254,0.41338028169014085,0.21808708596948267,0.2931633835457706,5.0,26.7,18,0.19047619047619047,False,True,True,False,True,False,False,False
0.00997395469942363,0.5563380281690141,0.2835876442128768,0.2622634221707223,5.0,10.0,18,0.380952380952381,True,False,False,True,False,False,True,False
0.027359027445183558,0.8802816901408451,0.1436546334201712,0.06720741599073002,5.0,2.5,25,0.14285714285714285,True,False,False,True,True,False,False,False
0.010076111233080132,0.5827464788732395,0.25009304056568665,0.20432599459250678,5.0,13.5,1,0.3333333333333333,True,False,True,False,True,False,False,False
0.009666254296843809,0.5774647887323944,0.16244882768887237,0.08458864426419468,5.0,1.85,9,0.5714285714285714,False,True,True,False,False,False,True,False
0.002338215359204065,0.0,0.24674358020096765,0.3086133642332947,5.0,35.67,18,0.0,True,False,True,False,True,False,False,False
0.009666254296843809,0.8633802816901409,0.11611462597692594,0.10486674391657011,7.0,8.15,17,0.14285714285714285,True,False,False,True,True,False,False,False
0.001973744232348266,0.7781690140845071,0.1436546334201712,0.10525299343375821,5.0,10.5,10,0.047619047619047616,True,False,False,True,True,False,False,False
0.011204756309742917,0.2992957746478873,0.7781912914030519,0.8995751255310932,5.0,14.5,22,0.5238095238095237,False,True,True,False,True,False,False,False
0.008547609483264867,0.5316901408450704,0.28935615928544844,0.20432599459250678,7.0,9.65,16,0.19047619047619047,True,False,False,True,True,False,False,False
0.006924336009455018,0.596830985915493,0.10662448827688874,0.08632676709154116,5.0,3.48,10,0.3333333333333333,False,True,True,False,True,False,False,False
0.008599457001099568,0.691549295774648,0.1557499069594343,0.14349169563538047,5.0,6.92,21,0.19047619047619047,True,False,False,True,True,False,False,False
0.0057123041236931005,0.5809859154929577,0.10681056940826202,0.10158362302047122,5.0,6.46,9,0.14285714285714285,False,True,True,False,False,False,True,False
0.008589302887814433,0.6524647887323944,0.25009304056568665,0.2965237543453071,5.0,29.5,1,0.23809523809523808,True,False,True,False,False,False,True,False
0.03535923791225892,0.4366197183098592,0.255675474506885,0.18887601390498265,8.0,4.5,26,0.6190476190476191,False,True,False,True,False,False,False,True
0.015974112549730152,0.45070422535211274,0.34797171566803126,0.1309385863267671,7.0,11.75,26,0.3333333333333333,True,False,False,True,True,False,False,False
0.014604845758249947,0.8063380281690141,0.11611462597692594,0.0768636539204326,5.0,3.75,17,0.3333333333333333,True,False,False,True,True,False,False,False
0.010743205705873185,0.6186619718309859,0.10588016375139563,0.10525299343375821,5.0,4.5,25,0.09523809523809523,False,True,False,True,True,False,False,False
0.008426837075252287,0.6338028169014085,0.10681056940826202,0.10139049826187718,5.0,4.82,9,0.14285714285714285,False,True,False,True,True,False,False,False
0.010795053223707884,0.7042253521126761,0.144212876814291,0.0652761684047895,5.0,2.8,8,0.3333333333333333,True,False,False,True,True,False,False,False
0.015303017971703563,0.8169014084507042,0.11611462597692594,0.07674777906527616,5.0,3.11,17,0.28571428571428564,True,False,False,True,True,False,False,False
0.007973902082654789,0.6267605633802817,0.16244882768887237,0.160486674391657,5.0,3.25,9,0.4761904761904761,False,True,False,True,True,False,False,False
0.01151245671232274,0.5890845070422536,0.2551172311127652,0.35496330629586714,5.0,13.9,2,0.380952380952381,True,False,True,False,False,False,True,False
0.014740233935385068,0.7169014084507043,0.10662448827688874,0.08632676709154116,5.0,2.25,10,0.4761904761904761,False,True,False,True,True,False,False,False
0.0024352948362179987,0.6654929577464789,0.10662448827688874,0.09231363460795675,5.0,5.75,10,0.14285714285714285,False,True,False,True,True,False,False,False
0.0028889990798219457,0.6267605633802817,0.10681056940826202,0.10139049826187718,5.0,5.0,9,0.14285714285714285,False,True,False,True,True,False,False,False
0.016435663153599886,0.45774647887323944,0.43877930777819135,0.25936655079181153,7.0,16.5,26,0.23809523809523808,True,False,False,True,True,False,False,False
0.007414964301368543,0.6225352112676057,0.25009304056568665,0.27062572421784475,5.0,39.58,1,0.047619047619047616,True,False,True,False,True,False,False,False
0.008743153089104344,0.7992957746478874,0.16263490882024562,0.10745461568173043,5.0,5.5,8,0.28571428571428564,True,False,False,True,True,False,False,False
0.008897003290394254,0.5316901408450704,0.28935615928544844,0.20432599459250678,7.0,8.1,16,0.23809523809523808,True,False,False,True,True,False,False,False
0.004589197654276751,0.9084507042253522,0.16263490882024562,0.12437234453456933,5.0,3.5,9,0.19047619047619047,True,False,False,True,True,False,False,False
0.005237214702109856,0.777112676056338,0.1069966505396353,0.07667052916183856,5.0,2.79,27,0.28571428571428564,True,False,False,True,True,False,False,False
0.010743513406275764,0.5704225352112676,0.16170450316337925,0.14638856701429123,5.0,3.45,10,0.42857142857142855,True,False,False,True,True,False,False,False
0.009512404095553898,0.6654929577464789,0.06959434313360625,0.06353804557744303,5.0,4.45,17,0.14285714285714285,False,True,False,True,True,False,False,False
0.009512557945755187,0.5373239436619719,0.18124302195757352,0.13383545770567787,5.0,2.65,27,0.42857142857142855,False,True,False,True,True,False,False,False
0.012121395809028206,0.8098591549295775,0.1436546334201712,0.1077636152954809,5.0,3.8,10,0.380952380952381,True,False,False,True,False,False,True,False
0.004616890690508935,0.6514084507042254,0.10662448827688874,0.09395519505600616,5.0,4.65,10,0.23809523809523808,False,True,False,True,True,False,False,False
0.005027824578154287,0.6982394366197183,0.10681056940826202,0.06334492081884899,7.0,3.95,5,0.09523809523809523,False,True,False,True,True,False,False,False
0.004589197654276751,0.526056338028169,0.4359880908075921,0.4001544998068753,5.0,9.8,1,0.42857142857142855,True,False,True,False,True,False,False,False
0.010127804900713541,0.5985915492957746,0.10662448827688874,0.08845113943607572,5.0,2.7,10,0.4761904761904761,False,True,False,True,False,False,True,False
0.014412533006637558,0.49295774647887325,0.032005954596203964,0.0015449980687524123,5.0,2.41,17,0.42857142857142855,False,True,False,True,True,False,False,False
0.008127752283944701,0.6235915492957748,0.10662448827688874,0.08632676709154116,5.0,3.9,26,0.23809523809523808,False,True,False,True,True,False,False,False
0.011974007316192472,0.5190140845070423,0.4408262002232974,0.4571263035921205,5.0,24.0,13,0.380952380952381,True,False,True,False,False,False,True,False
0.00997395469942363,0.5633802816901409,0.28935615928544844,0.20432599459250678,7.0,5.75,16,0.3333333333333333,True,False,False,True,False,False,True,False
0.006127699667175859,0.7859154929577465,0.17826572385560102,0.17790652761684048,5.0,5.25,10,0.23809523809523808,True,False,True,False,True,False,False,False
0.004589197654276751,0.4,0.39653889095645706,0.2651602935496331,7.0,19.25,26,0.09523809523809523,True,False,True,False,True,False,False,False
0.005828153325264403,0.5316901408450704,0.10643840714551546,0.07493240633449208,5.0,3.91,17,0.09523809523809523,False,True,False,True,True,False,False,False
0.0038968717484721515,0.8943661971830986,0.0,0.006373117033603701,4.0,2.15,25,0.23809523809523808,False,True,False,True,True,False,False,False
0.008602687855326656,0.7989436619718311,0.2551172311127652,0.30088837388953266,5.0,20.75,2,0.19047619047619047,True,False,True,False,True,False,False,False
0.010910594724876608,0.47535211267605637,0.21864532936360254,0.18501351873310162,5.0,3.35,9,0.42857142857142855,False,True,False,True,True,False,False,False
0.008435452686524523,0.45739436619718316,0.34797171566803126,0.12823483970645036,7.0,11.11,26,0.23809523809523808,True,False,False,True,True,False,False,False
0.00500459319775951,0.8204225352112676,0.2530703386676591,0.22363847045191193,5.0,20.0,28,0.23809523809523808,True,False,True,False,True,False,False,False
0.00610954534342365,0.6742957746478873,0.10681056940826202,0.08061027423715719,5.0,6.55,21,0.14285714285714285,False,True,True,False,True,False,False,False
0.019666517380688014,0.3802816901408451,0.3485299590621511,0.3491695635380456,5.0,7.0,2,0.4761904761904761,False,True,True,False,True,False,False,False
0.008435452686524523,0.8556338028169015,0.11611462597692594,0.10486674391657011,5.0,7.5,17,0.14285714285714285,True,False,False,True,True,False,False,False
0.008243601485516004,0.5281690140845071,0.28265723855601044,0.14117419853225185,5.0,16.75,18,0.23809523809523808,True,False,True,False,False,False,True,False
0.0015506561788010114,0.7746478873239437,0.17826572385560102,0.17767477790652764,5.0,10.95,10,0.047619047619047616,True,False,False,True,True,False,False,False
0.0067237153469729746,0.6654929577464789,0.06959434313360625,0.06353804557744303,5.0,2.45,17,0.380952380952381,False,True,False,True,True,False,False,False
0.005002131594538872,0.7711267605633803,0.0,0.006334492081884885,4.0,3.23,25,0.09523809523809523,False,True,True,False,True,False,False,False
0.006435400069755681,0.42429577464788737,0.28935615928544844,0.1657010428736964,8.0,7.75,16,0.23809523809523808,True,False,False,True,True,False,False,False
0.004335652522550978,0.4119718309859155,0.21808708596948267,0.27771340285824647,5.0,9.35,18,0.4761904761904761,False,True,True,False,True,False,False,False
0.007312346217108173,0.3802816901408451,0.32192035727577223,0.22750096562379302,5.0,5.25,9,0.5714285714285714,False,True,False,True,False,False,True,False
0.008435452686524523,0.746830985915493,0.16263490882024562,0.13325608342989573,5.0,7.25,27,0.19047619047619047,True,False,True,False,True,False,False,False
0.006786947779703127,0.7299295774647888,0.13937476739858579,0.10988798764001545,5.0,7.47,17,0.09523809523809523,False,True,False,True,True,False,False,False
0.008281602485234612,0.5633802816901409,0.28935615928544844,0.20432599459250678,7.0,13.25,16,0.14285714285714285,True,False,True,False,True,False,False,False
0.00462489090097601,0.7429577464788734,0.10662448827688874,0.0996523754345307,5.0,5.81,17,0.14285714285714285,False,True,False,True,True,False,False,False
0.013589434429736535,0.8475352112676057,0.06959434313360625,0.06353804557744303,5.0,2.6,17,0.23809523809523808,False,True,False,True,True,False,False,False
0.002030976507228113,0.6690140845070423,0.4413844436174172,0.6331981460023175,2.0,54.0,18,0.09523809523809523,False,True,True,False,True,False,False,False
0.0019191274108903479,0.5985915492957746,0.17994045403796055,0.1682116647354191,5.0,11.5,10,0.0,False,True,True,False,True,False,False,False
0.01449484286432766,0.6936619718309859,0.032005954596203964,0.023368095789880264,5.0,1.6,17,0.42857142857142855,False,True,False,True,False,False,True,False
0.004869358870825679,0.7246478873239436,0.2551172311127652,0.21011973735032835,5.0,17.22,2,0.19047619047619047,True,False,True,False,True,False,False,False
0.0018198940310583554,0.6690140845070423,0.1069966505396353,0.10525299343375821,5.0,6.0,9,0.19047619047619047,False,True,True,False,True,False,False,False
0.013601434745437149,0.47535211267605637,0.21864532936360254,0.18501351873310162,5.0,3.95,9,0.3333333333333333,False,True,False,True,True,False,False,False
0.006891565916580267,0.6785211267605634,0.28265723855601044,0.2622634221707223,5.0,17.95,18,0.23809523809523808,True,False,True,False,True,False,False,False
0.00690372008248217,0.9084507042253522,0.16263490882024562,0.12437234453456933,5.0,3.7,9,0.23809523809523808,True,False,False,True,True,False,False,False
0.0052359839004995365,0.7746478873239437,0.10662448827688874,0.09192738509076864,5.0,5.43,17,0.14285714285714285,False,True,False,True,True,False,False,False
0.014010214730264443,0.40492957746478875,0.43877930777819135,0.26419466975666284,7.0,13.49,26,0.3333333333333333,True,False,False,True,True,False,False,False
0.0059430794256279664,0.6549295774647889,0.1069966505396353,0.08227114716106604,5.0,2.85,4,0.23809523809523808,False,True,False,True,True,False,False,False
0.012743258322642026,0.7443661971830986,0.16263490882024562,0.13387408265739667,5.0,4.75,24,0.28571428571428564,True,False,False,True,True,False,False,False
0.006325089475430815,0.7299295774647888,0.13937476739858579,0.10988798764001545,5.0,9.9,17,0.047619047619047616,False,True,False,True,True,False,False,False
0.0035122462452473746,0.38908450704225356,0.4224041682173428,0.7914252607184242,4.0,37.0,1,0.28571428571428564,False,True,True,False,True,False,False,False
0.007358501277495147,0.7661971830985916,0.2551172311127652,0.30088837388953266,5.0,26.5,2,0.23809523809523808,True,False,True,False,True,False,False,False
0.007391425220571187,0.6024647887323944,0.25009304056568665,0.27062572421784475,5.0,23.32,1,0.19047619047619047,True,False,True,False,True,False,False,False
0.005358448660726305,0.8063380281690141,0.11611462597692594,0.0768636539204326,5.0,6.25,17,0.14285714285714285,True,False,False,True,True,False,False,False
0.005401065166483611,0.275,0.9000744324525494,0.6348010814986481,5.0,30.0,18,0.42857142857142855,False,True,True,False,True,False,False,False
0.008376989610034356,0.7626760563380283,0.16263490882024562,0.13387408265739667,5.0,9.86,24,0.14285714285714285,True,False,True,False,True,False,False,False
0.021050707641693343,0.6056338028169014,0.25009304056568665,0.20065662417921976,5.0,8.5,24,0.3333333333333333,True,False,True,False,True,False,False,False
0.002177134198453528,0.7429577464788734,0.03535541496092297,0.04055619930475088,5.0,4.23,10,0.0,False,True,False,True,True,False,False,False
0.010071495727041434,0.777112676056338,0.1069966505396353,0.07667052916183856,5.0,3.5,27,0.3333333333333333,True,False,False,True,True,False,False,False
0.0008967928233188904,0.7264084507042253,0.10681056940826202,0.06346079567400542,5.0,2.5,5,0.14285714285714285,False,True,False,True,True,False,False,False
0.005093826314507659,0.6830985915492958,0.10681056940826202,0.10158362302047122,5.0,2.39,9,0.28571428571428564,False,True,False,True,True,False,False,False
0.00443534745298684,0.5211267605633804,0.18068477856345366,0.1670529161838548,5.0,11.25,18,0.28571428571428564,False,True,True,False,True,False,False,False
0.006563249587027597,0.9154929577464789,0.16263490882024562,0.12437234453456933,5.0,7.11,9,0.19047619047619047,True,False,False,True,True,False,False,False
0.013820209731671402,0.45739436619718316,0.34797171566803126,0.12823483970645036,7.0,10.9,26,0.14285714285714285,True,False,False,True,True,False,False,False
0.003666865697543735,0.7183098591549295,0.10662448827688874,0.09192738509076864,5.0,6.2,17,0.09523809523809523,False,True,False,True,True,False,False,False
0.0050187474162781825,0.5316901408450704,0.28935615928544844,0.20432599459250678,7.0,7.9,16,0.3333333333333333,True,False,False,True,True,False,False,False
0.02272782868595466,0.7992957746478874,0.16263490882024562,0.10745461568173043,5.0,4.42,8,0.23809523809523808,True,False,False,True,True,False,False,False
0.02024576338854453,0.45774647887323944,0.43877930777819135,0.25936655079181153,7.0,13.5,26,0.3333333333333333,True,False,False,True,True,False,False,False
0.00997395469942363,0.7570422535211268,0.16263490882024562,0.14349169563538047,5.0,6.25,27,0.28571428571428564,True,False,True,False,True,False,False,False
0.0101467284754722,0.7042253521126761,0.144212876814291,0.0652761684047895,5.0,2.1,8,0.42857142857142855,True,False,False,True,False,False,True,False
0.006281549868465771,0.5387323943661972,0.4408262002232974,0.43221320973348787,5.0,45.0,2,0.19047619047619047,True,False,True,False,True,False,False,False
0.0035968638559568254,0.6785211267605634,0.28265723855601044,0.2576670529161839,5.0,33.66,18,0.09523809523809523,True,False,True,False,True,False,False,False
0.006896950673625414,0.6830985915492958,0.10681056940826202,0.10158362302047122,5.0,3.65,9,0.3333333333333333,False,True,False,True,False,False,True,False
0.009204703692974077,0.7169014084507043,0.10662448827688874,0.08632676709154116,5.0,2.75,10,0.28571428571428564,False,True,False,True,True,False,False,False
0.006806794455669526,0.630281690140845,0.28265723855601044,0.2622634221707223,5.0,42.5,18,0.14285714285714285,True,False,True,False,True,False,False,False
0.0001275418168693361,0.6654929577464789,0.10662448827688874,0.09204325994592508,5.0,6.5,10,0.0,False,True,False,True,True,False,False,False
0.009589329196198853,0.6225352112676057,0.25009304056568665,0.27062572421784475,5.0,19.0,1,0.3333333333333333,True,False,True,False,False,False,True,False
0.003204545842667553,0.5070422535211268,0.18124302195757352,0.13402858246427193,5.0,4.45,27,0.28571428571428564,False,True,True,False,False,False,True,False
0.0012852645815759152,0.5845070422535212,0.255675474506885,0.1502510621861723,5.0,23.0,19,0.09523809523809523,True,False,True,False,False,False,True,False
0.00443534745298684,0.793661971830986,0.1436546334201712,0.10531093086133644,5.0,8.35,10,0.23809523809523808,True,False,False,True,True,False,False,False
0.006127699667175859,0.6225352112676057,0.25009304056568665,0.27062572421784475,5.0,22.95,1,0.23809523809523808,True,False,True,False,True,False,False,False
0.013512509329091581,0.8957746478873241,0.05805731298846299,0.045191193511008115,5.0,1.5,4,0.3333333333333333,True,False,False,True,True,False,False,False
0.008210369842037383,0.4823943661971831,0.21845924823222923,0.23860563924295097,5.0,6.89,24,0.3333333333333333,False,True,True,False,True,False,False,False
0.03320533509420017,0.6267605633802817,0.144212876814291,0.0652761684047895,5.0,1.45,8,0.6190476190476191,True,False,False,True,False,False,True,False
0.007820051881364878,0.7915492957746479,0.2551172311127652,0.30088837388953266,5.0,33.5,2,0.23809523809523808,True,False,True,False,True,False,False,False
0.01820494046843386,0.4542253521126761,0.18124302195757352,0.13190421011973735,5.0,1.25,4,0.5714285714285714,False,True,False,True,True,False,False,False
0.009666254296843809,0.777112676056338,0.1069966505396353,0.07667052916183856,5.0,4.2,27,0.3333333333333333,True,False,False,True,True,False,False,False
0.0038199466478271962,0.7035211267605634,0.1557499069594343,0.14349169563538047,8.0,6.75,23,0.19047619047619047,True,False,False,True,True,False,False,False
0.005724919840198873,0.45774647887323944,0.28265723855601044,0.3223252220934724,5.0,32.0,18,0.23809523809523808,True,False,True,False,True,False,False,False
0.0037850226521343867,0.7535211267605634,0.10662448827688874,0.0944380069524913,5.0,7.5,17,0.09523809523809523,False,True,False,True,True,False,False,False
0.009512404095553898,0.7859154929577465,0.17826572385560102,0.17790652761684048,5.0,4.6,10,0.3333333333333333,True,False,False,True,True,False,False,False
0.00802621115109336,0.6975352112676056,0.0859694826944548,0.06537273078408651,5.0,4.04,10,0.09523809523809523,False,True,False,True,True,False,False,False
0.008702998186567678,0.5422535211267606,0.25548939337551174,0.1657010428736964,7.0,10.31,16,0.14285714285714285,True,False,False,True,True,False,False,False
0.005526299230333598,0.4471830985915493,0.28935615928544844,0.29644650444186943,5.0,55.76,15,0.047619047619047616,True,False,True,False,True,False,False,False
0.01843571577036873,0.7042253521126761,0.144212876814291,0.0652761684047895,5.0,2.6,8,0.42857142857142855,True,False,False,True,True,False,False,False
0.005050748258146483,0.8968309859154929,0.11611462597692594,0.10486674391657011,7.0,8.5,17,0.14285714285714285,True,False,False,True,True,False,False,False
0.007973902082654789,0.9084507042253522,0.16263490882024562,0.12437234453456933,5.0,3.5,9,0.23809523809523808,True,False,False,True,True,False,False,False
0.006677098735982131,0.7169014084507043,0.10662448827688874,0.08632676709154116,5.0,3.55,10,0.19047619047619047,False,True,False,True,True,False,False,False
0.007666201680074968,0.9084507042253522,0.16263490882024562,0.12437234453456933,5.0,3.25,9,0.28571428571428564,True,False,False,True,True,False,False,False
0.017358764361339353,0.6161971830985916,0.23669519910681058,0.13866357667052917,5.0,4.5,24,0.5238095238095237,True,False,False,True,True,False,False,False
0.013820209731671402,0.6996478873239438,0.1557499069594343,0.09578988026264967,5.0,5.35,23,0.23809523809523808,True,False,False,True,True,False,False,False
0.00443534745298684,0.6144366197183099,0.16170450316337925,0.12707609115488608,7.0,6.5,16,0.09523809523809523,True,False,False,True,False,False,True,False
0.003050695641377642,0.8556338028169015,0.11611462597692594,0.10486674391657011,5.0,9.0,17,0.14285714285714285,True,False,False,True,True,False,False,False
0.009360400096679466,0.6549295774647889,0.10662448827688874,0.09198532251834685,5.0,6.0,10,0.14285714285714285,False,True,False,True,True,False,False,False
